locationId,name,continent,movie,tvSeries,comic,game,oneShot,affiliation,continent
1927,Veles Taxi Garage,"New York City, New York",,"['Daredevil (In the Blood)', 'Daredevil (World on Fire)', 'Daredevil (Condemned)']",,,,"['Russian Mafia', 'Veles Taxi']",North America
1928,Venezuela,Earth,,"['Agents of S.H.I.E.L.D. (The Man Behind the Shield)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Lead Horse Back to Stable)']",,,,,South America
1929,Venice,Italy,"['Iron Man 2', 'Spider-Man: Far From Home', 'Spider-Man: No Way Home']",,['The Incredible Hulk: The Big Picture'],,,,Europe
1930,Venice Marco Polo Airport,"Venice, Italy",['Spider-Man: Far From Home'],,,,,,Europe
1931,Venus,Solar System,"['Eternals', 'deleted scene']",,,,,,
1932,Veritas Gardens Psychiatric Hospital,"Los Angeles, California",,['Runaways (Left-Hand Path)'],,,,,North America
1933,Vermont,United States of America,,['Daredevil (Jessica Jones)'],,,,,North America
1934,Verona,Italy,,['Agents of S.H.I.E.L.D. (T.R.A.C.K.S.)'],,,,,Europe
1935,Vestskøgen,"Norway, Europe",,['What If...? (What If... Captain Carter Were The First Avenger?)'],,,,,Europe
1936,Vienna,Austria,"['Captain America: Civil War', 'Black Panther', 'Spider-Man: Far From Home']","['Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Hawkeye)']","['Spider-Man: Homecoming Prelude', 'Avengers: Infinity War Prelude']",,,,Europe
1937,Vienna International Centre,"Vienna, Austria","['Captain America: Civil War', 'Black Panther', 'Spider-Man: Far From Home']",['Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)'],['Spider-Man: Homecoming Prelude'],,,['United Nations'],Europe
1938,Vietnam,Earth,['Avengers: Age of Ultron'],"['Daredevil (Iron Fist)', 'Daredevil (The Punisher)', 'Daredevil (Loki)']",,,,,Asia
1939,Viking Motel,"New Orleans, Louisiana",,Cloak & Dagger,,,,,North America
1940,Vilnius,Lithuania,,"['The Falcon and The Winter Soldier (Power Broker)', 'The Falcon and The Winter Soldier (The Whole World Is Watching)']",,,,,Europe
1941,Violet's House,"Los Angeles, California",,['Agent Carter (The Atomic Job)'],,,,,North America
1942,Virginia,United States of America,"['The Incredible Hulk', 'Iron Man 2', 'Captain America: The First Avenger', 'The Avengers', 'Captain America: The Winter Soldier']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (The Punisher)', 'Agents of S.H.I.E.L.D. (WandaVision)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (What If...?)']","['The Incredible Hulk: The Big Picture', ""The Avengers Prelude: Fury's Big Week"", 'Thor: Ragnarok Prelude']",,['Item 47'],,North America
1943,Vision Residence,"2800 Sherwood Drive, Westview, New Jersey, 08801",['Doctor Strange in the Multiverse of Madness'],WandaVision,,,,,North America
1944,Vistacorp Headquarters,"San Jose, California",,,['Ant-Man - Scott Lang: Small Time'],,,['Vistacorp'],North America
1945,Vitebsk,Belarus,,['Agents of S.H.I.E.L.D. (Eye-Spy)'],,,,,Europe
1946,Vladivostok,Russia,,,['The Avengers Prelude: Black Widow Strikes'],,,,Asia
1947,Void,Multiverse,,"['Loki (The Nexus Event)', 'Loki (Journey Into Mystery)', 'Loki (For All Time. Always.)']",,,,,
1948,Von Strucker Family Vault,"Zepkow, Germany",,"['Agents of S.H.I.E.L.D. (Many Heads, One Tale)']",,,,['HYDRA'],Europe
1949,Vormir,,"['Avengers: Infinity War', 'Avengers: Endgame']",['Loki (Hawkeye)'],['Avengers: Endgame Prelude'],,,,
1950,Wai-Go Industries Warehouse,"430 Cherry Street, New York City, New York",,['Iron Fist (Immortal Emerges from Cave)'],,,,['Wai-Go Industries'],North America
1951,Waikiki Beach,"Oahu, Hawaii",,['Inhumans (Divide -- And Conquer)'],,,,,Oceania
1952,Wakanda,Earth,"['Iron Man 2', 'Avengers: Age of Ultron', 'Captain America: Civil War', 'Black Panther', 'Avengers: Infinity War', 'Avengers: Endgame', 'Spider-Man: Far From Home', 'Black Widow', 'Black Panther: Wakanda Forever']","['Runaways (WandaVision)', 'Runaways (The Falcon and The Winter Soldier)', 'Runaways (What If...?)', 'Runaways (Moon Knight)', 'Runaways (Ms. Marvel)']","['Spider-Man: Homecoming Prelude', 'Black Panther Prelude', 'Avengers: Infinity War Prelude', 'Captain Marvel Prelude', 'Avengers: Endgame Prelude']",['Avengers: Damage Control'],,,Africa
1953,Wakanda Medical Center,"Golden City, Wakanda","['Captain America: Civil War', 'Black Panther', 'Avengers: Infinity War']",WandaVision,"['Avengers: Infinity War Prelude', 'Avengers: Endgame Prelude']",,,,Africa
1954,Wakandan International Outreach Centre,"Oakland, California",['Black Panther'],,,,,,North America
1955,Wales,Earth,"['Thor: The Dark World', 'Black Panther']",,['Thor: Ragnarok Prelude'],,,,Europe
1956,Walker's,"Rose Hill, Tennessee",['Iron Man 3'],,,,,,North America
1957,Wall of the Chaste,"New York City, New York",,['Daredevil (The Defenders)'],,,,['Chaste'],North America
1958,Wall of the Vanished,"San Francisco, California",['Avengers: Endgame'],,,,,,North America
1959,Wallingford,"Connecticut, United States of America",,['The Punisher (Cold Steel)'],,,,,North America
1960,Walt Disney Concert Hall,"Los Angeles, California",['Iron Man'],,"['Iron Man: Security Measures', 'Iron Man: I Am Iron Man!']",,,,North America
1961,Wanda Maximoff's Hideout,,['Doctor Strange in the Multiverse of Madness'],"['WandaVision (The Series Finale)', 'WandaVision (post-credits scene)']",,,,,
1962,Wappingers Falls,"New York, United States of America",,"['Jessica Jones (AKA The Double Half-Wappinger)', 'Jessica Jones (AKA Camera Friendly)']",,,,,North America
1963,Warrior Falls,"Amanzi Kwakhona Umlambo, Wakanda",['Black Panther'],,,,,,Africa
1964,Warsaw,Poland,"['Captain America: The First Avenger', 'The Avengers', 'deleted scene', 'Spider-Man: Homecoming', 'deleted scene', '[1]']","['Agents of S.H.I.E.L.D. (Nothing Personal)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Truth)']",,,,,Europe
1965,Washington,United States of America,['Captain America: The First Avenger'],"['Agents of S.H.I.E.L.D. (Luke Cage)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Cloak & Dagger)', 'Agents of S.H.I.E.L.D. (Loki)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)']",,['Iron Man (mentioned)'],,,North America
1966,Washington Dulles International Airport,"Dulles, Virginia",['Captain America: The Winter Soldier'],,,,,,North America
1967,Washington Monument,"Washington, D.C.","['Iron Man 2', 'Captain America: The Winter Soldier', 'Spider-Man: Homecoming', 'Spider-Man: Far From Home', 'Spider-Man: No Way Home']",['Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)'],"['Captain America: Civil War Prelude', 'Spider-Man: Far From Home Prelude']",,,,North America
1968,"Washington, D.C.",United States of America,"['Iron Man', 'Iron Man 2', 'Captain America: The First Avenger', 'The Avengers', 'Iron Man 3', 'Captain America: The Winter Soldier', 'Avengers: Age of Ultron', 'Ant-Man', 'Captain America: Civil War', 'Spider-Man: Homecoming', 'Avengers: Endgame', 'Spider-Man: Far From Home', 'Spider-Man: No Way Home']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (The Punisher)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (What If...?)']","['Iron Man: Security Measures', 'Iron Man 2: Public Identity', 'Iron Man 2 Adaptation', 'Captain America: The First Avenger Adaptation', 'The Avengers Adaptation', ""Avengers: Age of Ultron Prelude - This Scepter'd Isle"", 'Captain America: Civil War Prelude', 'Captain America: Civil War Prelude Infinite Comic', 'Ant-Man and the Wasp Prelude', 'Spider-Man: Far From Home Prelude', 'Black Widow Prelude']",['Captain America: The Winter Soldier - The Official Game'],,,North America
1969,"Washington, D.C. (Framework)",United States of America (Framework),,"['Agents of S.H.I.E.L.D. (Self Control)', 'Agents of S.H.I.E.L.D. (What If...)', 'Agents of S.H.I.E.L.D. (Identity and Change)', ""Agents of S.H.I.E.L.D. (All the Madame's Men)"", 'Agents of S.H.I.E.L.D. (Farewell, Cruel World!)']",,,,,North America (Framework)
1970,"Washington, D.C. Air Force Facility","Washington, D.C.",,['Agents of S.H.I.E.L.D. (Love in the Time of HYDRA)'],,,,['United States Air Force'],North America
1971,Watcher Informant's House,"Milwaukee, Wisconsin",['The Incredible Hulk'],,,,,,North America
1972,Water of Sight,,['Avengers: Age of Ultron'],,,,,,
1973,Waverly Memorial Hospital,"Los Angeles, California",,"['Agent Carter (Monsters)', 'Agent Carter (The Edge of Mystery)']",,,,,North America
1974,Wentworth's,"Westview, New Jersey",,WandaVision,,,,,North America
1975,West Covina,"California, United States of America",,['Agents of S.H.I.E.L.D. (The Ghost)'],,,,,North America
1976,West Virginia,United States of America,['Captain America: The Winter Soldier'],"['Agents of S.H.I.E.L.D. (One of Us)', 'Agents of S.H.I.E.L.D. (Purpose in the Machine)', 'Agents of S.H.I.E.L.D. (The Patriot)']",,,,,North America
1977,Westchester,New York,,"[""Jessica Jones (AKA It's Called Whiskey)"", 'Jessica Jones (AKA Playland)']",,,,,North America
1978,Western Ghats,India,,,['Iron Man Royal Purple Custom Comic'],,,,Asia
1979,Western Ghats Circuit,"Western Ghats, India",,,['Iron Man Royal Purple Custom Comic'],,,,Asia
1980,Westview,"New Jersey, United States of America",['Doctor Strange in the Multiverse of Madness'],WandaVision,,,,,North America
1981,Westview Elementary School,"Westview, New Jersey",,"[""WandaVision (Don't Touch That Dial)""]",,,,,North America
1982,Westview Pool Club,"Westview, New Jersey",,"[""WandaVision (Don't Touch That Dial)"", 'WandaVision (We Interrupt This Program)']",,,,,North America
1983,Westview Public Library,"Westview, New Jersey",,WandaVision,,,,,North America
1984,Westview Talent Show,"Westview, New Jersey",,"[""WandaVision (Don't Touch That Dial)"", 'WandaVision (Breaking the Fourth Wall)']",,,,['Westview Elementary School'],North America
1985,Wharton School,"Philadelphia, Pennsylvania, United States of America",,"[""Iron Fist (The City's Not for Burning)"", 'Iron Fist (The Punisher)', 'Iron Fist (Virtue of the Vicious)']",,,,['University of Pennsylvania'],North America
1986,Wheaton,"New Jersey, United States of America","['Captain America: The First Avenger', 'Captain America: The Winter Soldier', 'Avengers: Age of Ultron', 'Captain America: Civil War', 'Avengers: Endgame']","['The Falcon and The Winter Soldier (What If...?)', 'The Falcon and The Winter Soldier (Ms. Marvel)']","['Captain America: First Vengeance', 'Captain America: The First Avenger Adaptation', 'Ant-Man Prelude', 'Captain America: Civil War Prelude']",,,,North America
1987,WHiH Broadcast Facility,United States of America,,['Agents of S.H.I.E.L.D. (The Punisher)'],,,,"['Vistacorp', 'WHiH World News']",North America
1988,Whip & Fiddle,"London, England","['Captain America: The First Avenger', 'Avengers: Age of Ultron']","['What If...? (What If... Captain Carter Were The First Avenger?)', 'What If...? (What If... The Watcher Broke His Oath?)']",['Captain America: The First Avenger Adaptation'],,,,Europe
1989,White House,"Washington, D.C.","['Iron Man', 'The Avengers', 'Iron Man 3', 'Captain America: The Winter Soldier']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Jessica Jones)']","['Captain America: First Vengeance', 'Captain America: Civil War Prelude']",,,['United States Government'],North America
1990,Whitestone Lanes,"New York City, New York",,"['Daredevil (Rabbit in a Snowstorm)', 'Daredevil (World on Fire)', 'Daredevil (Shadows in the Glass)']",,,,,North America
1991,Wilder Innovators Headquarters,"Los Angeles, California",,['Runaways (Cheat The Gallows)'],,,,['Wilder Innovators'],North America
1992,Wilder Mansion,"Brentwood, Los Angeles, California",,Runaways,,,,,North America
1993,Wilfred Malick's Estate,"River's End, New York",,['Agents of S.H.I.E.L.D. (A Trout in the Milk)'],,,,['HYDRA'],North America
1994,Wilfred Nagel's Laboratory,Madripoor,,['The Falcon and The Winter Soldier (Power Broker)'],,,,,Asia
1995,Wilkes Residence,"Los Angeles, California",,['Agent Carter (Better Angels)'],,,,,North America
1996,Willie Dance Community Center,"New York City, New York",,['Jessica Jones (AKA The Double Half-Wappinger)'],,,,,North America
1997,Willis Tower,"Chicago, Illinois",,,['Captain America: The Winter Soldier Infinite Comic'],,,,North America
1998,Willowdale,"Virginia, United States of America","['The Incredible Hulk', 'Iron Man 2', 'The Avengers']",['What If...? (What If... The World Lost Its Mightiest Heroes?)'],"['The Incredible Hulk: The Big Picture', ""The Avengers Prelude: Fury's Big Week"", 'Thor: Ragnarok Prelude']",,,,North America
1999,Wilson Family Residence,"Delacroix, Louisiana",,The Falcon and The Winter Soldier,,,,,North America
2000,Wilson Family Seafood,"Delacroix, Louisiana",,"['The Falcon and The Winter Soldier (New World Order)', 'The Falcon and The Winter Soldier (Truth)', 'The Falcon and The Winter Soldier (One World, One People)']",,,,,North America
2001,Wilson Fisk's Penthouse,"166 W 18th St, New York City, New York",,Daredevil,,,,,North America
2002,Wilson Residence,"254 Ingram Street, Forest Hills, NY 11375[1], New York City, New York",,"['The Punisher (Kandahar)', 'The Punisher (Resupply)', 'The Punisher (Crosshairs)', 'The Punisher (Front Toward Enemy)']",,,,,North America
2003,Winnipeg,"Manitoba, Canada",,"['Agents of S.H.I.E.L.D. (The Man Behind the Shield)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Truth)']",,,,,North America
2004,Winslow's Veterinary Clinic,United States of America,,"['Agents of S.H.I.E.L.D. (S.O.S. Part Two)', 'Agents of S.H.I.E.L.D. (Ascension)']",,,,['Winslow'],North America
2005,Wisconsin,United States of America,"['The Incredible Hulk', 'Captain America: The First Avenger', 'Captain America: The Winter Soldier']","['Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Loki)']",['Captain America: The First Avenger Adaptation'],,,,North America
2006,Wizard Headquarters,"Los Angeles, California",,Runaways,,,,['Wizard'],North America
2007,WNEX Station,"New York City, New York",,"['Jessica Jones (The Defenders)', 'Jessica Jones (The Punisher)']",,,,['WNEX New York'],North America
2008,World Forge,,['Eternals'],,,,,,
2009,Wrightsville,"Pennsylvania, United States of America",,['Loki (The Nexus Event)'],,,,,North America
2010,Wrigley,"Pennsylvania, United States of America",,['Agents of S.H.I.E.L.D. (FZZT)'],,,,,North America
2011,Wrigley Fire Station,"Wrigley, Pennsylvania",,['Agents of S.H.I.E.L.D. (FZZT)'],,,,['Wrigley Fire Department'],North America
2012,Wundagore Mountain,Earth,['Doctor Strange in the Multiverse of Madness'],,,,,,
2013,Wyoming,United States of America,,"['Agents of S.H.I.E.L.D. (Ragtag)', 'Agents of S.H.I.E.L.D. (The Singularity)', 'Agents of S.H.I.E.L.D. (Failed Experiments)']",,,,,North America
2014,X,,['Guardians of the Galaxy'],,"['Guardians of the Galaxy Prelude', 'Guardians of the Galaxy Vol. 2 Prelude']",,,,
2015,X-Con Security Consultants Office,"San Francisco, California",['Ant-Man and the Wasp'],,,,,['X-Con Security Consultants'],North America
2016,Xandar,Andromeda Galaxy,"['Guardians of the Galaxy', 'Guardians of the Galaxy Vol. 2', 'Thor: Ragnarok', 'Avengers: Infinity War']","['Agents of S.H.I.E.L.D. (Loki)', 'Agents of S.H.I.E.L.D. (What If...?)']","['Guardians of the Galaxy Vol. 2 Prelude', 'Avengers: Infinity War Prelude', 'Avengers: Endgame Prelude']",,,,
2017,Xarta,,,['Runaways (Rite of Thunder)'],,,,,
2018,Yakatomi Building,"New York City, New York",,"['Daredevil (Kinbaku)', 'Daredevil (Regrets Only)', 'Daredevil (Seven Minutes in Heaven)']",,,,"['Roxxon Corporation', 'Asano Robotics', 'Hand']",North America
2019,Yale University,"New Haven, Connecticut, United States of America",,['The Punisher (Cold Steel)'],,,,,North America
2020,Yangsi Gonshi Chop Shop,"New York City, New York",,['Iron Fist (The Dragon Dies at Dawn)'],,,,['Yangsi Gonshi'],North America
2021,Yangsi Gonshi Warehouse,"Harlem, Manhattan, New York City, New York",,"[""Luke Cage (Can't Front on Me)""]",,,,['Yangsi Gonshi'],North America
2022,Yardies' Hideout,"Brooklyn, New York City, New York",,"['Luke Cage (Wig Out)', 'Luke Cage (I Get Physical)']",,,,"['Yardies', 'Stylers']",North America
2023,Yemen,Earth,,,"['Iron Man 2: Nick Fury: Director of S.H.I.E.L.D.', 'Iron Man 2: Public Identity']",,,,Asia
2024,Yggdrasil,,"['Thor', 'Captain America: The First Avenger', 'Thor: The Dark World']","['WandaVision (What If...?)', 'WandaVision (What If... Captain Carter Were The First Avenger?)']",,,,,
2025,Yonkers,"Westchester County, New York, United States of America",,['Daredevil (The Dark at the End of the Tunnel)'],,,,,North America
2026,Yorkes Cabin,"Los Angeles, California",,"['Runaways (Smoke and Mirrors)', 'Runaways (The Great Escape)', 'Runaways (Merry Meet Again)']",,,,,North America
2027,Yorkes Residence,"Los Angeles, California",,,,,,,North America
2028,Yucatán,Mexico,,"['Agents of S.H.I.E.L.D. (Runaways)', 'Agents of S.H.I.E.L.D. (Moon Knight)']",,,,,North America
2029,Yugoslavia,Earth,"['Captain America: The First Avenger', 'Captain Marvel']",,['Avengers: Infinity War Prelude'],,,,Europe
2030,Yuma Proving Ground,"Arizona, United States of America",,,['Iron Man: Fast Friends'],,,['United States Army'],North America
2031,Zagreb,CroatiaYugoslavia (formerly),,['Agents of S.H.I.E.L.D. (T.R.A.C.K.S.)'],,,,,Europe
2032,Zambia,Earth,,['Runaways (Earth Angel)'],,,,,Africa
2033,Zen-Whoberi,,"['Guardians of the Galaxy', 'Avengers: Infinity War']",,['Avengers: Endgame Prelude'],,,,
2034,Zepkow,Germany,,"['Agents of S.H.I.E.L.D. (Many Heads, One Tale)']",,,,,Europe
2035,Zierikzee,Netherlands,,['Iron Fist (Felling Tree with Roots)'],,,,,Europe
2036,Ziff's Clothing,"New York City, New York",,['Agents of S.H.I.E.L.D. (A Trout in the Milk)'],,,,,North America
2037,Zihuatanejo,"Guerrero, Mexico",,['Runaways (Gimmie Shelter)'],,,,,North America
2038,Zimbabwe,Earth,,['Loki (Journey Into Mystery)'],,,,,Africa
2039,Zimmer Residence,"Jersey City, New Jersey",,['Ms. Marvel (Crushed)'],,,,,North America
2040,Zloda,Belarus,,['Agents of S.H.I.E.L.D. (Eye-Spy)'],,,,,Europe
2041,Zodiac Storage Facility,"New York City, New York",,,,,['Agent Carter'],,North America
2042,Zoey Lyonne Art School,"New York City, New York",,Jessica Jones,,,,,North America
2043,Zürich,Switzerland,"['Spider-Man: Homecoming', '[1]']","['Agents of S.H.I.E.L.D. (T.A.H.I.T.I.)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (New World Order)']",,,,,Europe
